id,UserName,Review,Score,Date,Bank
443,NonkungZ,"Without any prior notice or explanation, Revolut decided to close my account. This abrupt account closure has left me shocked and inconvenienced, as it has disrupted my ability to access and manage my funds. The lack of communication and transparency surrounding this decision is simply unacceptable and demonstrates a complete disregard for customer experience and satisfaction.

What troubles me even more is the apparent legitimacy of the Revolut app itself. I have started to doubt the authenticity of the app, given the sudden account closure and the lack of information provided. As a user, I rely on the App Store to ensure that the apps I download and use are safe, reliable, and legitimate. However, this recent experience with Revolut has shaken my trust in the platform’s ability to curate apps that meet these criteria.",1,31/8/2023 0:32,Revolut
444,OfflineBizExpert,"In-app support is almost non-existent. They pass you from person to person and department to department and sometimes you get no answers for more than an hour. And you never know when someone will answer your question. 

And I’m on the metal plan which is supposed to give “priority support”.  

This definitely isn’t what i envisioned as priority support",1,30/8/2023 13:25,Revolut
445,Charlotte0703,Suddenly log me out and I am unable to log in. Already submit selfie and identity verification but not response at all! Suddenly I am unable to access my account!,1,23/8/2023 3:02,Revolut
446,hayopiyo,"You will not get any reply from developer the reason that your application doesn’t get approved, they just asked you to keep trying and trying to submit your application, such a failure apps. Totally not recommend.",1,18/8/2023 4:36,Revolut
447,Hassan Mehraj,"Hi Revolut, I had been trying to activate my account! I am unable to log on. How many times do I need to take selfie and upload documents? I am loosing my patience! and poor customer support! I need my money back from my account!

Hi Revolut thanks! I had got back my account! Finally after a long struggle! Sorry I was really loosing patience! Anyway I will be a customer, I do feel it’s not user friendly! Too many securities! Thank You. Thanks to agent Winn. Unfortunately the chat was closed and sorry.",1,2/8/2023 5:23,Revolut
448,Awy01,"Tried to sign up through a friend recommendation but my account keep hitting error after I link it with SingPass! It just suddenly go blank screen with error massage and cant be used at all. Beware guys, seems scammy and feels like a data collecting app. I regret linking with SingPass. DL at your own risk!",1,28/7/2023 16:07,Revolut
449,Samsayswhut,"Can’t login even after prompting forgot password and submitting the required docs. Don’t understand how can there be such a bad UI that prevents users from logging in. Time to try YouTrip instead!

Update: customer service is horrid, arranged a call time slot that ranges 4hours but no call was made in the end",1,28/7/2023 12:53,Revolut
450,Nura AB,"I have reached out to 5 agents, every month, no one is able to clearly advise when my limit will revert. All they said is to wait monthly and it will slowly release the amount monthly as its already capped at $30k. So meaning to say u clearly have to wait 12mths to be able to spend the full $30k which is not any pre-credit but your own money. If u are travelling overseas pls check this 364 limit on your profile. It embarrasing to get decline when u have more than enough funds to pay but due to this limitation. And dont waste time no agent can help they dont even think and push to MAS regulatory which i dont have experience w ofher card and they clearly be able to advise when.",1,22/7/2023 16:27,Revolut
451,Nickname561616272,I repeatedly asked to downgrade my plan because the only feature that made the plan worth it was now not available anymore. 3 different chat officers and they still havent downgraded my plan and they STILL PROCEED TO CHARGE ME. THIS IS CRAZY. Will find a way to chargeback from my original credit card. So extremely dissapointing the service juat keep getting worse.,1,8/7/2023 17:27,Revolut
452,Avril6,"I live in Southeast Asia and frequently travel to Thailand, Malaysia, Singapore.. Revolut has helped me a lot while I'm travelling to Europe, but it would be more helpful if you could also be available in more country in Southeast Asia. :thumbs_up:",4,5/7/2023 9:37,Revolut
453,Hu Kai,"Thanks for this convenient software. I have used it for my two trips in Jun 2023, one is for Europe, another is for Australia.
Appreciate the team.",5,3/7/2023 4:26,Revolut
454,PWEJ25,"Literally doing my first app review in my whole life because of how bad their system is. For some reason, my pin is not working which resulted in me clicking ""forget password"". It directed me to a page that requested a picture of myself and my ID in which I provided on 25/06/2023 night. It noted that it will take usually less than 10 minutes (no reply at all even till the next day). So, on 26/06/2023 night, I tried again and it failed my verification process. It directed me to a chat agent (Navi) who requested I took a picture with my ID, then requesting I took a picture with a paper writing ""revolut, date (26/06/2023) and time"" in which I did a selfie of myself and my macbook's notes app because I didn't have paper, he/she said it has to be on paper due to security reasons.",1,26/6/2023 13:25,Revolut
455,aezjnn,"25 Jun received reply from developer, may I know which Bank maintenance for over a week? If you sincere to help, you do this: Set up a Giro using Maybank savings account. Log in to Maybank online banking, check the Revolut Giro is tied to your bank account successfully. Okay now you delete it. Then you come back to Revolut APP, can you see the Maybank account still in APP? If you can still see, click Revoke, does it remove the bank account link? In summary: 16/6 Terminate Giro directly by calling Bank, not via Revoke ( think this caused the issue now) 25/6 Bank account still shows in Revolut APP 17/6-25/6 Had clicked Revoke in APP which is dumb as there is no more Giro to terminate as per bank’s record. —————————————————————— I had linked a bank account to Resolut. The Giro was set up successfully as I log on to my bank account online banking, I can see Resolut Giro. However, top up failed, there is an error message about exceeding limit. Followed up with Bank, Bank said did not see any limit restriction for Resolut Giro. Okay, normal next step is to unlink and link again, right? So I terminated the Giro at bank's end. Guess what? Resolut DID NOT CAPTURE the Giro termination. That bank account still shows in Resolut APP. I can click on it but it does NOT activate a top up. Yeah, right, Giro to Resolut already terminated at Bank's side. How about re-link? Nope, APP indicates that the bank account is currently linked to my Resolut acocunt. Reported this issue, agent closed ticket with a non-resolution update. Great !!! What little confidence it inspires to use Resolut given the incapacity to fix issue with inadmirable capability? And a strange update? Surely, the unlinked bank account is now a set of numbers residing as data in the system tied to my Resolut account. It is most helpful to shed light how challenging it is to take a look at that and attempt a delete backend? Currently, am using other similar services, no issue with unlinking bank account. Oh, if you had not done Giro, DO NOT LINK YOUR BANK ACCOUNT TO RESOLUT, YOUR BANK NAME + ACCOUNT NUMBERS WILL BE IN FULL DISPLAY. Ultimate indiscretion.",1,25/6/2023 5:02,Revolut
456,Louis IMK,3 DOLLARS FEES FOR A 50 DOLLARS LOCAL TRANSACTION! NOT INTERNATIONAL  BUT LOCAL TRANSACTION! ARE YOU PEOPLE GONE MAD? I STORED AT LEAST 500 SGD EVERY MONTH IN YOUR APP BECAUSE I LIKED IT BUT NOW YOU GUYS DISAPPOINTED ME WITH YOUR UNFAIR CHARGING! THIS WILL MAKE YOU LOSE A LOT OF COSTUMERS! SAYONARA.,1,11/6/2023 5:41,Revolut
457,AaronChai,Don’t waste your time to download or register,1,8/6/2023 2:56,Revolut
458,Disappointed with design,"Downloaded app, signed up, donated $20, then closed my account and deleted the app all within the space of an hour when I realised (including after chatting with unhelpful support agents) that you can’t even choose what to display on the physical card. This is the most basic thing that a card issuer normally allows. For privacy reasons I never have my entire legal name on display, but Revolut insists on doing that automatically with no alternatives to mask one’s name. Hard pass.",1,6/6/2023 5:46,Revolut
459,Reviews from user,"I used the app before, and I have money inside.
Suddenly it requests face recognition, never did before. if I cannot provide face recognition I can not access my money in the app.
This is borderline thief.",1,3/6/2023 3:21,Revolut
460,qwerty200201,"I’ve had so much trouble moving money and out of my accounts. The customer service is quick, but it’s so annoying that ive spent hours fixing weird issues with my accounts. Wise and YouTrip provided significantly smoother experiences",1,31/5/2023 14:08,Revolut
461,XH$,"Due to bad service, I had requested for a transfer of funds and closure of account. Have not heard back. What a waste of time!",1,30/5/2023 10:26,Revolut
462,Iamvicky6899,I have opened an account with two banks Standard Chartered which is the most popular and reputed & Wise with my ID. And when trying to open an account in Revolut using the same ID they said we couldn't verify your ID Documents. I don't know if Revolute is bigger and safer than Standard Chartered as it required :frowning_face_with_open_mouth: other documents to verify my identity.,1,28/5/2023 17:54,Revolut
